ROTA;FILIAL_ORIGEM;FILIAL_DESTINO; R$_CAPITAL ; R$_INTERIOR ; %_CAPITAL ; %_INTERIOR ;PM
VIXBHZ;VIX;BHZ;R$ 1,20;R$ 1,68;0,25%;0,25%;50
VIXCPQ;VIX;CPQ;R$ 1,38;R$ 1,87;0,25%;0,25%;50
VIXSJK;VIX;SJK;R$ 2,34;R$ 2,77;0,25%;0,25%;50
VIXSOD;VIX;SOD;R$ 2,00;R$ 2,45;0,25%;0,25%;50
VIXDIV;VIX;DIV;R$ 1,20;R$ 1,67;0,25%;0,25%;50
VIXPSA;VIX;PSA;R$ 1,98;R$ 2,43;0,27%;0,27%;50
VIXRAO;VIX;RAO;R$ 1,81;R$ 2,26;0,27%;0,27%;50
VIXBAU;VIX;BAU;R$ 2,08;R$ 2,52;0,27%;0,27%;50
VIXCWB;VIX;CWB;R$ 1,63;R$ 2,10;0,27%;0,27%;50
VIXSJP;VIX;SJP;R$ 2,26;R$ 2,70;0,27%;0,27%;50
VIXJOI;VIX;JOI;R$ 1,49;R$ 1,95;0,27%;0,27%;50
VIXLDB;VIX;LDB;R$ 2,33;R$ 2,76;0,27%;0,27%;50
VIXITJ;VIX;ITJ;R$ 1,42;R$ 1,88;0,27%;0,27%;50
VIXBNU;VIX;BNU;R$ 1,48;R$ 1,95;0,27%;0,27%;50
VIXPPB;VIX;PPB;R$ 2,84;R$ 3,25;0,37%;0,37%;50
VIXUDI;VIX;UDI;R$ 2,29;R$ 2,73;0,37%;0,37%;50
VIXFLN;VIX;FLN;R$ 1,52;R$ 2,00;0,37%;0,37%;50
VIXMGF;VIX;MGF;R$ 2,33;R$ 2,77;0,37%;0,37%;50
VIXLAJ;VIX;LAJ;R$ 2,22;R$ 2,66;0,37%;0,37%;50
VIXCCM;VIX;CCM;R$ 2,47;R$ 2,90;0,37%;0,37%;50
VIXCAC;VIX;CAC;R$ 2,79;R$ 3,21;0,37%;0,37%;50
VIXXAP;VIX;XAP;R$ 2,22;R$ 2,66;0,37%;0,37%;50
VIXCXJ;VIX;CXJ;R$ 1,80;R$ 2,25;0,37%;0,37%;50
VIXGYN;VIX;GYN;R$ 2,02;R$ 2,46;0,37%;0,37%;50
VIXPOA;VIX;POA;R$ 1,76;R$ 2,23;0,37%;0,37%;50
VIXBSB;VIX;BSB;R$ 2,53;R$ 2,95;0,45%;0,45%;50
VIXCGR;VIX;CGR;R$ 3,31;R$ 3,70;0,66%;0,66%;50
VIXPMW;VIX;PMW;R$ 3,64;R$ 4,02;0,66%;0,66%;50
VIXCGB;VIX;CGB;R$ 4,42;R$ 4,77;0,66%;0,66%;50
VIXBEL;VIX;BEL;R$ 2,76;R$ 3,17;0,94%;0,94%;50
VIXFES;VIX;FES;R$ 0,99;R$ 1,47;0,27%;0,27%;50
VIXITN;VIX;ITN;R$ 1,66;R$ 2,11;0,27%;0,27%;50
VIXVDC;VIX;VDC;R$ 1,85;R$ 2,29;0,27%;0,27%;50
VIXSSA;VIX;SSA;R$ 1,40;R$ 1,87;0,27%;0,27%;50
VIXAJU;VIX;AJU;R$ 1,42;R$ 1,88;0,27%;0,27%;50
VIXPNZ;VIX;PNZ;R$ 2,39;R$ 2,81;0,37%;0,37%;50
VIXMCZ;VIX;MCZ;R$ 1,36;R$ 1,82;0,37%;0,37%;50
VIXCAU;VIX;CAU;R$ 2,25;R$ 2,68;0,37%;0,37%;50
VIXREC;VIX;REC;R$ 1,36;R$ 1,82;0,37%;0,37%;50
VIXJPA;VIX;JPA;R$ 1,43;R$ 1,89;0,45%;0,45%;50
VIXNAT;VIX;NAT;R$ 1,39;R$ 1,85;0,45%;0,45%;50
VIXTHE;VIX;THE;R$ 2,24;R$ 2,67;0,45%;0,45%;50
VIXFOR;VIX;FOR;R$ 1,50;R$ 1,96;0,45%;0,45%;50
VIXIMP;VIX;IMP;R$ 2,50;R$ 2,92;0,94%;0,94%;50
VIXSLZ;VIX;SLZ;R$ 2,42;R$ 2,85;0,66%;0,66%;50
XAPXAP;XAP;XAP;R$ 1,15;R$ 1,59;0,14%;0,14%;50
XAPJOI;XAP;JOI;R$ 1,54;R$ 1,32;0,18%;0,18%;50
XAPBNU;XAP;BNU;R$ 1,47;R$ 1,24;0,18%;0,18%;50
XAPCWB;XAP;CWB;R$ 1,75;R$ 1,52;0,18%;0,18%;50
XAPLAJ;XAP;LAJ;R$ 2,11;R$ 1,86;0,18%;0,18%;50
XAPSOD;XAP;SOD;R$ 2,30;R$ 2,11;0,25%;0,25%;50
XAPSSZ;XAP;SSZ;R$ 2,58;R$ 2,31;0,25%;0,25%;50
XAPSAO;XAP;SAO;R$ 1,65;R$ 1,42;0,25%;0,25%;50
XAPLDB;XAP;LDB;R$ 2,53;R$ 2,17;0,25%;0,25%;50
XAPCPQ;XAP;CPQ;R$ 2,25;R$ 2,06;0,25%;0,25%;50
XAPSJK;XAP;SJK;R$ 2,80;R$ 2,53;0,25%;0,25%;50
XAPPOA;XAP;POA;R$ 2,32;R$ 2,07;0,25%;0,25%;50
XAPMGF;XAP;MGF;R$ 2,65;R$ 2,38;0,25%;0,25%;50
XAPCAC;XAP;CAC;R$ 2,42;R$ 2,23;0,25%;0,25%;50
XAPPSA;XAP;PSA;R$ 3,03;R$ 2,81;0,25%;0,25%;50
XAPCXJ;XAP;CXJ;R$ 2,69;R$ 2,42;0,25%;0,25%;50
XAPCCM;XAP;CCM;R$ 2,42;R$ 2,16;0,18%;0,18%;50
XAPITJ;XAP;ITJ;R$ 1,41;R$ 1,19;0,18%;0,18%;50
XAPRAO;XAP;RAO;R$ 1,99;R$ 1,81;0,25%;0,25%;50
XAPBAU;XAP;BAU;R$ 2,14;R$ 1,99;0,25%;0,25%;50
XAPFLN;XAP;FLN;R$ 1,59;R$ 1,36;0,25%;0,25%;50
XAPSJP;XAP;SJP;R$ 2,86;R$ 2,58;0,27%;0,27%;50
XAPPPB;XAP;PPB;R$ 3,02;R$ 2,80;0,27%;0,27%;50
XAPRIO;XAP;RIO;R$ 2,25;R$ 1,96;0,27%;0,27%;50
XAPJDF;XAP;JDF;R$ 2,80;R$ 2,53;0,27%;0,27%;50
XAPDIV;XAP;DIV;R$ 2,25;R$ 2,00;0,27%;0,27%;50
XAPBHZ;XAP;BHZ;R$ 2,11;R$ 1,86;0,27%;0,27%;50
XAPUDI;XAP;UDI;R$ 1,83;R$ 1,59;0,27%;0,27%;50
XAPCAW;XAP;CAW;R$ 2,65;R$ 2,38;0,27%;0,27%;50
XAPVIX;XAP;VIX;R$ 2,11;R$ 1,86;0,37%;0,37%;50
XAPGYN;XAP;GYN;R$ 2,11;R$ 1,86;0,37%;0,37%;50
XAPBSB;XAP;BSB;R$ 2,45;R$ 2,19;0,37%;0,37%;50
XAPVDC;XAP;VDC;R$ 2,94;R$ 2,69;0,45%;0,45%;50
XAPITN;XAP;ITN;R$ 2,89;R$ 2,61;0,45%;0,45%;50
XAPSSA;XAP;SSA;R$ 2,41;R$ 2,15;0,66%;0,66%;50
XAPFES;XAP;FES;R$ 2,75;R$ 2,24;0,66%;0,66%;50
XAPCGR;XAP;CGR;R$ 3,44;R$ 3,14;0,66%;0,66%;50
XAPPMW;XAP;PMW;R$ 3,73;R$ 3,42;0,66%;0,66%;50
XAPCGB;XAP;CGB;R$ 4,19;R$ 3,86;0,66%;0,66%;50
XAPPNZ;XAP;PNZ;R$ 3,47;R$ 3,17;0,66%;0,66%;50
XAPAJU;XAP;AJU;R$ 2,84;R$ 2,57;0,66%;0,66%;50
XAPMCZ;XAP;MCZ;R$ 2,48;R$ 2,22;0,94%;0,94%;50
XAPIMP;XAP;IMP;R$ 3,58;R$ 3,28;0,94%;0,94%;50
XAPCAU;XAP;CAU;R$ 3,33;R$ 3,03;0,94%;0,94%;50
XAPTHE;XAP;THE;R$ 3,21;R$ 2,98;0,94%;0,94%;50
XAPREC;XAP;REC;R$ 2,00;R$ 1,89;0,94%;0,94%;50
XAPJPA;XAP;JPA;R$ 2,44;R$ 2,18;0,94%;0,94%;50
XAPNAT;XAP;NAT;R$ 2,62;R$ 2,35;0,94%;0,94%;50
XAPSLZ;XAP;SLZ;R$ 3,50;R$ 3,20;0,94%;0,94%;50
XAPFOR;XAP;FOR;R$ 2,52;R$ 2,25;0,94%;0,94%;50
XAPBEL;XAP;BEL;R$ 2,71;R$ 2,31;0,94%;0,94%;50
